,player,kit,team,x,y,endx,endy,event,outcome,time
0,Allan,6,31,49.9,50.0,31.9,51.8,Pass,Successful,0
1,Yerry Mina,13,31,31.9,51.8,31.8,55.7,Pass,Successful,0
2,Michael Keane,5,31,31.8,55.7,100.0,96.8,Pass,Unsuccessful,0
3,David de Gea,1,32,3.0,46.4,10.8,83.7,Pass,Successful,0
4,Raphaël Varane,19,32,21.6,82.8,27.3,95.4,Pass,Successful,0
5,Luke Shaw,23,32,27.3,95.3,18.4,82.1,Pass,Successful,0
6,Raphaël Varane,19,32,15.5,76.8,16.4,30.1,Pass,Successful,0
7,Victor Lindelöf,2,32,21.1,32.8,31.3,70.8,Pass,Successful,0
8,Raphaël Varane,19,32,35.3,75.5,38.1,94.5,Pass,Successful,0
9,Luke Shaw,23,32,35.6,91.7,30.9,80.0,Pass,Successful,0
10,Raphaël Varane,19,32,21.1,78.2,18.2,43.0,Pass,Successful,0
11,Victor Lindelöf,2,32,20.9,35.0,27.1,13.9,Pass,Successful,0
12,Scott McTominay,39,32,34.1,11.8,47.3,2.3,Pass,Successful,0
13,Aaron Wan-Bissaka,29,32,47.0,2.8,46.4,16.0,Pass,Successful,0
14,Mason Greenwood,11,32,41.7,13.7,29.0,32.9,Pass,Successful,0
15,Victor Lindelöf,2,32,30.7,38.6,0.0,0.0,BallTouch,Successful,0
16,Fred,17,32,53.2,72.2,68.3,98.0,Pass,Successful,1
17,Anthony Martial,9,32,67.8,95.9,58.3,73.8,Pass,Successful,1
18,Fred,17,32,58.3,71.3,48.0,58.1,Pass,Successful,1
19,Victor Lindelöf,2,32,47.2,47.5,53.8,13.4,Pass,Successful,1
20,Aaron Wan-Bissaka,29,32,58.2,15.5,63.3,6.1,Pass,Successful,1
21,Mason Greenwood,11,32,63.2,6.1,74.9,29.5,Pass,Unsuccessful,1
22,Michael Keane,5,31,28.0,80.3,35.0,78.5,Pass,Successful,1
23,Allan,6,31,35.0,78.5,0.0,0.0,BallRecovery,Successful,1
24,Allan,6,31,35.0,78.5,26.0,90.0,Pass,Successful,1
25,Michael Keane,5,31,24.2,94.5,41.4,97.8,Pass,Unsuccessful,1
26,Aaron Wan-Bissaka,29,32,62.4,3.4,0.0,0.0,BallRecovery,Successful,1
27,Aaron Wan-Bissaka,29,32,62.4,3.4,69.1,3.7,Pass,Successful,1
28,Scott McTominay,39,32,71.0,4.1,75.0,26.5,Pass,Unsuccessful,1
29,Abdoulaye Doucouré,16,31,28.7,69.5,0.0,0.0,Interception,Successful,1
30,Yerry Mina,13,31,10.2,60.5,0.0,0.0,BallRecovery,Successful,1
31,Yerry Mina,13,31,10.2,60.5,4.7,55.2,Pass,Successful,1
32,Jordan Pickford,1,31,4.7,55.2,34.6,40.4,Pass,Successful,1
33,Andros Townsend,14,31,34.6,40.4,29.8,50.3,Pass,Successful,1
34,Abdoulaye Doucouré,16,31,29.8,50.3,39.7,51.2,Pass,Successful,1
35,Demarai Gray,11,31,38.6,50.7,30.3,51.3,Pass,Successful,1
36,Abdoulaye Doucouré,16,31,30.3,51.3,34.2,60.8,Pass,Successful,1
37,Allan,6,31,30.6,59.7,20.3,34.7,Pass,Successful,1
38,Yerry Mina,13,31,21.7,31.1,34.3,4.4,Pass,Successful,1
39,Ben Godfrey,22,31,34.3,4.4,45.1,4.6,Pass,Unsuccessful,1
40,Luke Shaw,23,32,56.6,93.9,0.0,0.0,BallRecovery,Successful,1
41,Luke Shaw,23,32,56.5,93.8,60.9,93.5,Pass,Unsuccessful,1
42,Andros Townsend,14,31,39.2,4.6,0.0,0.0,BallTouch,Successful,1
43,Luke Shaw,23,32,59.3,100.0,68.8,88.2,Pass,Successful,1
44,Bruno Fernandes,18,32,68.8,88.2,60.7,95.7,Pass,Successful,1
45,Luke Shaw,23,32,45.3,91.7,37.0,65.7,Pass,Successful,2
46,Victor Lindelöf,2,32,37.7,59.7,52.6,50.1,Pass,Successful,2
47,Scott McTominay,39,32,52.6,48.4,55.9,14.8,Pass,Successful,2
48,Aaron Wan-Bissaka,29,32,70.0,10.0,77.5,4.3,Pass,Successful,2
49,Mason Greenwood,11,32,78.5,3.5,88.9,8.8,Pass,Successful,2
50,Aaron Wan-Bissaka,29,32,89.4,8.8,85.9,14.5,Pass,Unsuccessful,2
51,Lucas Digne,12,31,13.3,86.3,0.0,0.0,BallRecovery,Successful,2
52,Lucas Digne,12,31,13.3,86.3,27.4,74.1,Pass,Successful,2
53,Allan,6,31,27.4,74.1,27.3,92.0,Pass,Unsuccessful,2
54,Scott McTominay,39,32,75.2,7.3,0.0,0.0,BallRecovery,Successful,2
55,Scott McTominay,39,32,75.2,7.3,83.8,13.4,Pass,Successful,2
56,Mason Greenwood,11,32,83.5,13.4,88.3,8.2,Pass,Unsuccessful,2
57,Lucas Digne,12,31,10.1,94.7,11.7,100.0,Clearance,Successful,2
58,Aaron Wan-Bissaka,29,32,89.5,0.0,85.6,13.6,Pass,Successful,2
59,Bruno Fernandes,18,32,85.5,13.7,85.6,3.7,Pass,Successful,2
60,Aaron Wan-Bissaka,29,32,83.4,7.6,83.8,2.3,Pass,Successful,2
61,Bruno Fernandes,18,32,83.8,2.3,77.2,11.2,Pass,Successful,2
62,Mason Greenwood,11,32,74.6,13.4,69.8,56.0,Pass,Successful,2
63,Luke Shaw,23,32,71.0,66.2,78.4,96.0,Pass,Successful,2
64,Anthony Martial,9,32,83.1,89.6,75.9,78.8,Pass,Successful,2
65,Luke Shaw,23,32,75.9,78.6,73.5,63.0,Pass,Successful,2
66,Bruno Fernandes,18,32,73.5,63.0,78.7,68.0,Pass,Successful,2
67,Luke Shaw,23,32,80.6,64.5,78.0,56.6,Pass,Successful,2
68,Bruno Fernandes,18,32,77.9,56.3,84.1,59.0,Pass,Unsuccessful,2
69,Yerry Mina,13,31,15.4,43.1,0.0,0.0,Interception,Successful,2
70,Jordan Pickford,1,31,2.3,46.4,0.0,0.0,KeeperPickup,Successful,2
71,Jordan Pickford,1,31,15.7,65.6,74.0,71.3,Pass,Unsuccessful,3
72,Victor Lindelöf,2,32,28.3,32.8,33.7,11.0,Pass,Unsuccessful,3
73,Anthony Gordon,24,31,67.6,91.8,60.2,84.3,Pass,Successful,3
74,Allan,6,31,60.2,84.3,55.6,96.5,Pass,Successful,3
75,Lucas Digne,12,31,55.6,96.5,69.5,100.0,Pass,Unsuccessful,3
76,Aaron Wan-Bissaka,29,32,28.2,0.0,33.2,10.4,Pass,Successful,3
77,Scott McTominay,39,32,33.2,10.4,28.6,4.6,Pass,Successful,3
78,Aaron Wan-Bissaka,29,32,28.3,4.3,18.2,7.4,Pass,Successful,3
79,Victor Lindelöf,2,32,18.2,7.4,50.5,8.0,Pass,Unsuccessful,3
80,Michael Keane,5,31,47.4,90.3,69.7,70.5,Pass,Unsuccessful,3
81,Fred,17,32,34.7,31.0,36.4,69.0,Pass,Successful,3
82,Andros Townsend,14,31,60.9,33.0,0.0,0.0,Challenge,Unsuccessful,3
83,Luke Shaw,23,32,39.1,67.0,0.0,0.0,TakeOn,Successful,3
84,Luke Shaw,23,32,42.0,62.1,44.0,67.8,Pass,Unsuccessful,3
85,Andros Townsend,14,31,58.6,30.1,0.0,0.0,BallTouch,Unsuccessful,3
86,Bruno Fernandes,18,32,40.0,77.1,38.2,68.0,Pass,Successful,3
87,Fred,17,32,38.2,68.0,47.9,81.8,Pass,Successful,3
88,Luke Shaw,23,32,73.7,93.6,80.4,96.3,Pass,Successful,4
89,Anthony Martial,9,32,80.9,93.5,72.7,78.3,Pass,Successful,4
90,Fred,17,32,70.6,69.0,77.4,68.6,Pass,Successful,4
91,Bruno Fernandes,18,32,77.5,69.0,80.5,60.2,Pass,Unsuccessful,4
92,Michael Keane,5,31,18.6,48.7,33.0,50.9,Pass,Unsuccessful,4
93,Fred,17,32,70.4,56.1,60.8,35.9,Pass,Successful,4
94,Victor Lindelöf,2,32,60.8,35.8,73.8,12.8,Pass,Successful,4
95,Mason Greenwood,11,32,71.4,7.7,69.9,3.1,Pass,Successful,4
96,Aaron Wan-Bissaka,29,32,69.9,3.1,63.2,6.8,Pass,Successful,4
97,Mason Greenwood,11,32,63.2,6.8,69.2,16.4,Pass,Successful,4
98,Scott McTominay,39,32,69.2,16.4,64.0,22.9,Pass,Successful,4
99,Mason Greenwood,11,32,64.0,22.9,63.4,40.9,Pass,Successful,4
100,Fred,17,32,63.8,42.1,73.8,35.3,Pass,Successful,4
101,Edinson Cavani,21,32,73.9,35.3,0.0,0.0,BallTouch,Successful,4
102,Scott McTominay,39,32,71.9,31.0,79.4,13.7,Pass,Successful,4
103,Aaron Wan-Bissaka,29,32,81.0,9.7,80.8,11.2,Pass,Unsuccessful,4
104,Anthony Gordon,24,31,20.3,88.5,0.0,0.0,BlockedPass,Successful,4
105,Lucas Digne,12,31,18.5,86.6,0.0,0.0,BallRecovery,Successful,4
106,Lucas Digne,12,31,18.5,86.6,29.1,77.1,Pass,Successful,4
107,Demarai Gray,11,31,32.8,62.4,94.3,79.4,Pass,Unsuccessful,4
108,David de Gea,1,32,7.8,18.5,0.0,0.0,BallRecovery,Successful,4
109,David de Gea,1,32,11.9,28.6,33.5,65.7,Pass,Successful,4
110,Fred,17,32,33.5,65.6,37.8,47.9,Pass,Successful,4
111,Scott McTominay,39,32,37.0,45.5,39.5,7.0,Pass,Successful,4
112,Aaron Wan-Bissaka,29,32,42.1,5.9,36.5,26.5,Pass,Successful,4
113,Victor Lindelöf,2,32,37.3,36.8,40.4,75.3,Pass,Successful,4
114,Raphaël Varane,19,32,40.6,75.5,62.8,96.5,Pass,Successful,5
115,Anthony Martial,9,32,63.1,96.5,74.8,95.0,Pass,Successful,5
116,Bruno Fernandes,18,32,75.5,95.4,87.2,89.3,Pass,Unsuccessful,5
117,Ben Godfrey,22,31,12.8,12.2,0.0,0.0,BallRecovery,Successful,5
118,Ben Godfrey,22,31,7.4,9.4,11.2,0.0,Clearance,Successful,5
119,Bruno Fernandes,18,32,88.0,100.0,76.5,84.2,Pass,Successful,5
120,Fred,17,32,76.5,84.2,77.4,96.2,Pass,Successful,5
121,Luke Shaw,23,32,77.4,96.2,85.4,93.2,Pass,Successful,5
122,Bruno Fernandes,18,32,87.9,89.7,89.6,97.4,Pass,Successful,5
123,Anthony Martial,9,32,89.6,97.4,77.5,93.0,Pass,Successful,5
124,Luke Shaw,23,32,77.5,93.0,71.9,78.6,Pass,Successful,5
125,Fred,17,32,72.1,78.5,69.7,47.8,Pass,Successful,5
126,Scott McTominay,39,32,69.8,47.6,76.7,48.5,Pass,Successful,5
127,Bruno Fernandes,18,32,76.7,48.5,76.9,41.3,Pass,Successful,5
128,Edinson Cavani,21,32,76.9,41.3,79.5,20.3,Pass,Successful,5
129,Lucas Digne,12,31,15.5,75.4,0.0,0.0,Challenge,Unsuccessful,5
130,Aaron Wan-Bissaka,29,32,84.5,24.6,0.0,0.0,TakeOn,Successful,5
131,Aaron Wan-Bissaka,29,32,88.8,20.3,96.7,58.2,Pass,Successful,5
132,Anthony Martial,9,32,96.7,58.2,0.0,0.0,MissedShots,Successful,5
133,Jordan Pickford,1,31,5.5,57.5,78.0,71.3,Pass,Unsuccessful,6
134,Victor Lindelöf,2,32,21.2,30.5,0.0,0.0,BallRecovery,Successful,6
135,Victor Lindelöf,2,32,21.2,30.5,7.7,54.0,Pass,Successful,6
136,David de Gea,1,32,7.7,54.0,21.0,77.7,Pass,Successful,6
137,Raphaël Varane,19,32,31.2,80.0,33.5,49.0,Pass,Successful,6
138,Scott McTominay,39,32,38.2,37.4,47.1,3.2,Pass,Successful,6
139,Aaron Wan-Bissaka,29,32,47.9,12.7,52.9,3.5,Pass,Successful,6
140,Mason Greenwood,11,32,52.9,3.1,36.6,30.5,Pass,Successful,6
141,Victor Lindelöf,2,32,36.6,30.5,73.4,96.3,Pass,Successful,6
142,Anthony Martial,9,32,73.4,95.4,86.6,91.2,Pass,Successful,6
143,Bruno Fernandes,18,32,85.8,89.1,0.0,0.0,TakeOn,Unsuccessful,6
144,Yerry Mina,13,31,14.2,10.9,0.0,0.0,Tackle,Successful,6
145,Ben Godfrey,22,31,16.4,7.3,0.0,0.0,BallRecovery,Successful,6
146,Ben Godfrey,22,31,21.4,4.8,0.0,0.0,Foul,Successful,6
147,Bruno Fernandes,18,32,78.6,95.2,0.0,0.0,Foul,Unsuccessful,6
148,Jordan Pickford,1,31,23.2,6.1,66.3,68.1,Pass,Unsuccessful,7
149,Aaron Wan-Bissaka,29,32,35.3,35.8,0.0,0.0,BallRecovery,Successful,7
150,Aaron Wan-Bissaka,29,32,36.5,44.2,41.1,56.3,Pass,Successful,7
151,Fred,17,32,44.0,54.8,74.6,33.2,Pass,Unsuccessful,7
152,Michael Keane,5,31,24.7,72.5,0.0,0.0,BallRecovery,Successful,7
153,Michael Keane,5,31,25.6,67.4,7.9,53.3,Pass,Successful,7
154,Jordan Pickford,1,31,7.9,53.3,46.8,96.0,Pass,Unsuccessful,7
155,Aaron Wan-Bissaka,29,32,54.1,4.9,0.0,0.0,Aerial,Successful,7
156,Demarai Gray,11,31,45.9,95.1,0.0,0.0,Aerial,Unsuccessful,7
157,Aaron Wan-Bissaka,29,32,54.9,5.8,55.9,16.9,Pass,Unsuccessful,7
158,Anthony Gordon,24,31,44.0,89.6,0.0,0.0,BallTouch,Unsuccessful,7
159,Aaron Wan-Bissaka,29,32,58.5,12.8,57.6,16.0,Pass,Unsuccessful,7
160,Anthony Gordon,24,31,44.0,89.6,0.0,0.0,BallTouch,Successful,7
161,Victor Lindelöf,2,32,39.2,20.8,0.0,0.0,BallRecovery,Successful,7
162,Victor Lindelöf,2,32,39.2,20.8,48.2,17.0,Pass,Successful,7
163,Aaron Wan-Bissaka,29,32,48.2,17.0,45.7,34.4,Pass,Successful,7
164,Fred,17,32,48.5,44.9,72.4,95.7,Pass,Successful,7
165,Anthony Martial,9,32,82.5,86.1,91.4,86.6,Pass,Successful,7
166,Luke Shaw,23,32,91.5,86.6,91.7,84.2,Pass,Unsuccessful,7
167,Ben Godfrey,22,31,7.3,16.3,0.0,0.0,Clearance,Successful,7
168,Ben Godfrey,22,31,7.8,16.0,0.0,0.0,CornerAwarded,Unsuccessful,7
169,Luke Shaw,23,32,92.2,84.0,0.0,0.0,CornerAwarded,Successful,7
170,Luke Shaw,23,32,99.5,99.5,95.5,66.6,Pass,Unsuccessful,8
171,Allan,6,31,4.5,43.4,7.9,55.2,Clearance,Successful,8
172,Abdoulaye Doucouré,16,31,7.9,55.2,28.0,40.4,Clearance,Successful,8
173,Fred,17,32,72.9,61.5,63.4,61.8,Pass,Successful,8
174,Bruno Fernandes,18,32,63.4,61.8,91.0,26.2,Pass,Successful,8
175,Mason Greenwood,11,32,95.3,26.9,96.8,100.0,Pass,Unsuccessful,8
176,Ben Godfrey,22,31,4.4,0.0,28.9,8.2,Pass,Successful,9
177,Salomón Rondón,33,31,29.0,8.2,27.9,19.3,Pass,Unsuccessful,9
178,Bruno Fernandes,18,32,76.0,81.3,69.4,72.8,Pass,Unsuccessful,9
179,Demarai Gray,11,31,33.4,42.6,0.0,0.0,TakeOn,Successful,9
180,Raphaël Varane,19,32,66.6,57.4,0.0,0.0,Challenge,Unsuccessful,9
181,Demarai Gray,11,31,34.5,52.7,35.3,89.6,Pass,Successful,9
182,Lucas Digne,12,31,39.6,94.1,58.1,87.3,Pass,Successful,9
183,Anthony Gordon,24,31,58.1,87.3,47.8,83.7,Pass,Successful,9
184,Demarai Gray,11,31,43.9,89.9,48.3,77.4,Pass,Successful,9
185,Anthony Gordon,24,31,46.7,75.9,41.4,63.2,Pass,Successful,9
186,Abdoulaye Doucouré,16,31,52.7,28.0,58.5,5.9,Pass,Successful,9
187,Ben Godfrey,22,31,59.0,5.2,53.4,19.9,Pass,Successful,9
188,Abdoulaye Doucouré,16,31,53.4,19.9,42.6,31.0,Pass,Successful,9
189,Yerry Mina,13,31,44.2,34.3,46.3,23.8,Pass,Successful,9
190,Abdoulaye Doucouré,16,31,46.8,22.9,53.9,44.0,Pass,Successful,9
191,Allan,6,31,53.7,43.1,39.9,29.0,Pass,Successful,9
192,Abdoulaye Doucouré,16,31,43.4,42.1,40.7,65.7,Pass,Successful,9
193,Michael Keane,5,31,42.1,63.6,66.8,7.9,Pass,Successful,9
194,Salomón Rondón,33,31,74.2,85.7,0.0,0.0,OffsideGiven,Unsuccessful,10
195,Ben Godfrey,22,31,66.0,3.2,70.7,4.0,Pass,Unsuccessful,10
196,Luke Shaw,23,32,34.3,95.6,0.0,0.0,BlockedPass,Successful,10
197,Ben Godfrey,22,31,62.4,1.9,38.2,19.7,Pass,Successful,10
198,Yerry Mina,13,31,37.1,22.6,13.9,53.7,Pass,Successful,10
199,Jordan Pickford,1,31,13.6,55.5,57.5,93.6,Pass,Successful,10
200,Lucas Digne,12,31,57.5,93.6,68.6,92.6,Pass,Unsuccessful,10
201,Anthony Gordon,24,31,68.2,92.2,0.0,0.0,Aerial,Successful,10
202,Victor Lindelöf,2,32,31.8,7.8,0.0,0.0,Aerial,Unsuccessful,10
203,Anthony Gordon,24,31,62.4,93.6,63.4,92.9,Pass,Unsuccessful,10
204,Victor Lindelöf,2,32,33.1,8.9,0.0,0.0,BallTouch,Successful,10
205,Lucas Digne,12,31,67.0,94.4,74.2,85.7,OffsidePass,Successful,10
206,Victor Lindelöf,2,32,34.0,3.7,0.0,0.0,OffsideProvoked,Successful,10
207,David de Gea,1,32,7.8,46.4,25.6,85.1,Pass,Successful,10
208,Luke Shaw,23,32,28.4,75.8,27.7,51.9,Pass,Successful,10
209,Raphaël Varane,19,32,27.7,52.1,35.7,8.3,Pass,Successful,10
210,Aaron Wan-Bissaka,29,32,37.8,9.7,39.0,25.0,Pass,Successful,10
211,Scott McTominay,39,32,39.2,51.3,39.4,85.8,Pass,Successful,10
212,Aaron Wan-Bissaka,29,32,41.4,86.7,59.3,97.5,Pass,Successful,10
213,Anthony Martial,9,32,51.3,79.5,39.9,54.3,Pass,Successful,11
214,Victor Lindelöf,2,32,42.0,39.5,54.5,8.0,Pass,Successful,11
215,Aaron Wan-Bissaka,29,32,55.8,6.7,58.6,24.8,Pass,Successful,11
216,Scott McTominay,39,32,58.6,25.4,61.9,4.4,Pass,Successful,11
217,Anthony Gordon,24,31,39.8,94.8,0.0,0.0,Challenge,Unsuccessful,11
218,Mason Greenwood,11,32,60.2,5.2,0.0,0.0,TakeOn,Successful,11
219,Mason Greenwood,11,32,55.6,8.0,38.5,31.9,Pass,Successful,11
220,Victor Lindelöf,2,32,39.3,37.6,44.6,69.9,Pass,Successful,11
221,Raphaël Varane,19,32,57.3,77.9,66.4,96.2,Pass,Successful,11
222,Bruno Fernandes,18,32,67.7,97.4,100.0,74.7,Pass,Unsuccessful,11
223,Jordan Pickford,1,31,5.5,42.8,8.5,29.3,Pass,Successful,11
224,Yerry Mina,13,31,12.2,24.8,50.7,32.4,Pass,Successful,11
225,Salomón Rondón,33,31,51.0,32.0,66.8,47.6,Pass,Unsuccessful,11
226,Victor Lindelöf,2,32,26.8,35.8,0.0,0.0,BallRecovery,Successful,12
227,Victor Lindelöf,2,32,26.5,34.9,28.0,7.1,Pass,Successful,12
228,Anthony Gordon,24,31,65.4,95.2,0.0,0.0,Challenge,Unsuccessful,12
229,Aaron Wan-Bissaka,29,32,34.6,4.8,0.0,0.0,TakeOn,Successful,12
230,Aaron Wan-Bissaka,29,32,57.1,10.0,54.9,6.4,Pass,Successful,12
231,Mason Greenwood,11,32,52.8,15.4,53.3,44.9,Pass,Successful,12
232,Fred,17,32,54.2,46.1,62.2,81.6,Pass,Successful,12
233,Luke Shaw,23,32,66.8,85.5,72.2,95.9,Pass,Successful,12
234,Anthony Martial,9,32,72.3,95.1,69.1,80.9,Pass,Successful,12
235,Bruno Fernandes,18,32,68.8,80.6,57.9,84.8,Pass,Successful,12
236,Luke Shaw,23,32,57.9,84.8,51.2,69.9,Pass,Successful,12
237,Raphaël Varane,19,32,49.3,65.0,66.1,6.8,Pass,Successful,12
238,Aaron Wan-Bissaka,29,32,69.4,5.9,68.4,20.0,Pass,Successful,12
239,Scott McTominay,39,32,70.9,9.7,72.9,3.7,Pass,Successful,12
240,Aaron Wan-Bissaka,29,32,72.9,3.7,77.5,6.2,Pass,Successful,12
241,Scott McTominay,39,32,77.4,6.2,76.2,15.5,Pass,Unsuccessful,12
242,Abdoulaye Doucouré,16,31,25.3,86.3,0.0,0.0,Interception,Successful,12
243,Mason Greenwood,11,32,76.4,17.2,0.0,0.0,BallTouch,Successful,12
244,Michael Keane,5,31,19.5,83.6,0.0,0.0,BallRecovery,Successful,12
245,Michael Keane,5,31,19.5,83.6,40.7,91.7,Pass,Unsuccessful,12
246,Victor Lindelöf,2,32,61.2,9.3,0.0,0.0,Aerial,Successful,12
247,Demarai Gray,11,31,38.8,90.7,0.0,0.0,Aerial,Unsuccessful,12
248,Victor Lindelöf,2,32,63.2,10.3,0.0,0.0,Interception,Successful,12
249,Lucas Digne,12,31,62.9,100.0,75.5,89.7,Pass,Unsuccessful,13
250,Salomón Rondón,33,31,71.9,89.4,0.0,0.0,Foul,Successful,13
251,Aaron Wan-Bissaka,29,32,28.1,10.6,0.0,0.0,Foul,Unsuccessful,13
252,Lucas Digne,12,31,68.1,91.7,92.0,46.6,Pass,Unsuccessful,13
253,Anthony Martial,9,32,8.1,57.8,14.4,100.0,Clearance,Successful,13
254,Ben Godfrey,22,31,85.1,0.0,88.9,5.5,Pass,Successful,14
255,Demarai Gray,11,31,87.2,4.3,86.7,3.1,Pass,Successful,14
256,Ben Godfrey,22,31,86.7,3.1,87.5,6.4,Pass,Successful,14
257,Andros Townsend,14,31,88.6,9.4,0.0,0.0,Dispossessed,Successful,14
258,Bruno Fernandes,18,32,11.4,90.6,0.0,0.0,Tackle,Unsuccessful,14
259,Andros Townsend,14,31,85.5,7.6,0.0,0.0,BallTouch,Successful,14
260,Bruno Fernandes,18,32,12.3,89.4,0.0,0.0,BallTouch,Successful,14
261,Andros Townsend,14,31,88.0,12.5,94.1,24.2,Pass,Successful,14
262,Demarai Gray,11,31,94.5,24.7,91.8,45.1,Pass,Unsuccessful,14
263,Mason Greenwood,11,32,9.9,53.7,30.3,80.7,Clearance,Successful,14
264,Yerry Mina,13,31,67.0,19.4,88.2,57.3,Pass,Unsuccessful,14
265,Aaron Wan-Bissaka,29,32,11.4,41.5,25.7,16.1,Clearance,Successful,14
266,Lucas Digne,12,31,74.5,86.6,85.8,93.0,Pass,Successful,14
267,Anthony Gordon,24,31,77.3,77.9,80.8,53.0,Pass,Successful,14
268,Demarai Gray,11,31,80.8,53.0,82.1,54.8,Pass,Unsuccessful,14
269,Raphaël Varane,19,32,17.8,46.9,0.0,0.0,BallTouch,Successful,14
270,Demarai Gray,11,31,75.5,74.4,63.8,54.9,Pass,Successful,14
271,Yerry Mina,13,31,65.2,39.2,75.1,32.0,Pass,Successful,14
272,Andros Townsend,14,31,75.0,32.0,72.6,16.4,Pass,Successful,14
273,Ben Godfrey,22,31,75.0,7.9,85.2,5.6,Pass,Successful,14
274,Andros Townsend,14,31,85.0,7.2,0.0,0.0,Foul,Successful,14
275,Luke Shaw,23,32,15.0,92.8,0.0,0.0,Foul,Unsuccessful,14
276,Andros Townsend,14,31,85.5,4.4,92.2,46.3,Pass,Successful,15
277,Michael Keane,5,31,90.0,44.8,0.0,0.0,Aerial,Successful,15
278,Luke Shaw,23,32,10.0,55.2,0.0,0.0,Aerial,Unsuccessful,15
279,Michael Keane,5,31,90.9,44.3,0.0,0.0,MissedShots,Successful,15
280,David de Gea,1,32,3.8,48.5,20.8,9.9,Pass,Successful,15
281,Victor Lindelöf,2,32,22.4,11.8,54.6,4.2,Pass,Successful,15
282,Aaron Wan-Bissaka,29,32,73.8,2.6,73.6,17.8,Pass,Successful,16
283,Mason Greenwood,11,32,96.4,9.6,0.0,0.0,TakeOn,Unsuccessful,16
284,Lucas Digne,12,31,3.6,90.4,0.0,0.0,Tackle,Unsuccessful,16
285,Allan,6,31,7.5,91.5,0.0,0.0,Challenge,Unsuccessful,16
286,Aaron Wan-Bissaka,29,32,92.5,8.5,0.0,0.0,TakeOn,Successful,16
287,Aaron Wan-Bissaka,29,32,91.0,13.6,0.0,0.0,TakeOn,Unsuccessful,16
288,Lucas Digne,12,31,9.0,86.4,0.0,0.0,Tackle,Successful,16
289,Michael Keane,5,31,8.9,73.5,0.0,0.0,BallRecovery,Successful,16
290,Michael Keane,5,31,8.9,73.5,43.7,75.0,Pass,Unsuccessful,16
291,Raphaël Varane,19,32,57.4,20.2,0.0,0.0,Aerial,Successful,16
292,Demarai Gray,11,31,42.6,79.8,0.0,0.0,Aerial,Unsuccessful,16
293,Raphaël Varane,19,32,58.5,15.4,59.4,7.0,Pass,Unsuccessful,16
294,Salomón Rondón,33,31,40.6,92.8,0.0,0.0,Aerial,Successful,16
295,Raphaël Varane,19,32,59.4,7.2,0.0,0.0,Aerial,Unsuccessful,16
296,Salomón Rondón,33,31,41.5,89.3,38.1,72.5,Pass,Successful,16
297,Andros Townsend,14,31,38.8,71.7,56.0,73.7,Pass,Unsuccessful,16
298,Victor Lindelöf,2,32,42.4,21.8,0.0,0.0,BallRecovery,Successful,16
299,Victor Lindelöf,2,32,42.4,21.8,36.5,62.3,Pass,Successful,16
300,Luke Shaw,23,32,42.3,74.0,63.4,96.0,Pass,Successful,16
301,Anthony Martial,9,32,75.6,88.1,74.2,69.8,Pass,Successful,16
302,Fred,17,32,74.1,68.1,72.5,52.7,Pass,Successful,16
303,Scott McTominay,39,32,72.0,50.0,76.2,28.1,Pass,Successful,16
304,Aaron Wan-Bissaka,29,32,76.8,27.2,88.1,13.9,Pass,Successful,16
305,Mason Greenwood,11,32,82.2,16.3,97.7,23.9,Pass,Successful,16
306,Scott McTominay,39,32,97.7,23.9,96.9,39.8,Pass,Unsuccessful,16
307,Michael Keane,5,31,3.0,59.9,0.0,75.6,Clearance,Successful,16
308,Michael Keane,5,31,0.8,67.9,0.0,0.0,CornerAwarded,Unsuccessful,16
309,Scott McTominay,39,32,99.2,32.1,0.0,0.0,CornerAwarded,Successful,16
310,Bruno Fernandes,18,32,99.6,0.2,85.0,14.3,Pass,Successful,17
311,Mason Greenwood,11,32,84.6,14.3,95.3,51.8,Pass,Unsuccessful,17
312,Yerry Mina,13,31,4.4,48.8,0.0,0.0,Aerial,Successful,17
313,Scott McTominay,39,32,95.6,51.2,0.0,0.0,Aerial,Unsuccessful,17
314,Yerry Mina,13,31,3.2,50.6,15.2,33.2,Clearance,Successful,17
315,Luke Shaw,23,32,85.5,61.7,89.7,55.7,Pass,Unsuccessful,17
316,Ben Godfrey,22,31,12.8,37.4,0.0,0.0,BallRecovery,Successful,17
317,Ben Godfrey,22,31,62.5,11.2,81.9,4.3,Pass,Successful,17
318,Andros Townsend,14,31,85.7,4.4,74.5,4.0,Pass,Successful,17
319,Ben Godfrey,22,31,74.5,4.0,92.0,49.0,Pass,Unsuccessful,17
320,Raphaël Varane,19,32,8.5,47.3,20.2,45.2,Clearance,Successful,17
321,Abdoulaye Doucouré,16,31,81.0,51.2,98.4,81.8,Pass,Successful,17
322,Anthony Gordon,24,31,97.1,81.8,95.5,73.2,Pass,Unsuccessful,17
323,Edinson Cavani,21,32,3.3,25.4,0.0,0.0,BallTouch,Successful,17
324,Mason Greenwood,11,32,17.0,30.7,0.0,0.0,BallRecovery,Successful,17
325,Abdoulaye Doucouré,16,31,78.2,70.0,0.0,0.0,Challenge,Unsuccessful,17
326,Mason Greenwood,11,32,21.8,30.0,0.0,0.0,TakeOn,Successful,17
327,Mason Greenwood,11,32,25.4,23.2,32.3,5.3,Pass,Successful,17
