,player,kit,team,x,y,endx,endy,event,outcome,time
1003,Edinson Cavani,21,32,0.0,0.0,0.0,0.0,SubstitutionOff,Successful,56
1004,Cristiano Ronaldo,7,32,0.0,0.0,0.0,0.0,SubstitutionOn,Successful,56
1005,David de Gea,1,32,4.8,54.8,12.7,42.1,Pass,Successful,56
1006,Victor Lindelöf,2,32,21.9,42.7,30.6,15.8,Pass,Successful,57
1007,Scott McTominay,39,32,34.9,11.2,30.1,37.3,Pass,Successful,57
1008,Victor Lindelöf,2,32,32.2,42.8,29.9,67.8,Pass,Successful,57
1009,Raphaël Varane,19,32,31.6,70.1,36.2,88.1,Pass,Successful,57
1010,Luke Shaw,23,32,36.6,89.3,63.8,89.9,Pass,Successful,57
1011,Bruno Fernandes,18,32,62.8,95.9,89.2,80.7,Pass,Unsuccessful,57
1012,Michael Keane,5,31,11.2,23.8,10.1,0.0,Clearance,Successful,57
1013,Luke Shaw,23,32,86.7,100.0,84.3,88.2,Pass,Successful,57
1014,Bruno Fernandes,18,32,84.3,88.2,86.9,94.2,Pass,Unsuccessful,57
1015,Andros Townsend,14,31,11.7,6.8,0.0,0.0,Interception,Successful,57
1016,Bruno Fernandes,18,32,74.9,100.0,49.0,77.1,Pass,Successful,57
1017,Victor Lindelöf,2,32,48.2,61.2,51.9,41.6,Pass,Successful,57
1018,Scott McTominay,39,32,53.3,34.1,61.3,13.1,Pass,Successful,57
1019,Cristiano Ronaldo,7,32,66.6,12.2,71.1,25.1,Pass,Successful,57
1020,Mason Greenwood,11,32,71.1,25.1,70.5,27.4,Pass,Unsuccessful,57
1021,Abdoulaye Doucouré,16,31,29.4,67.4,0.0,0.0,BlockedPass,Successful,57
1022,Mason Greenwood,11,32,69.9,18.6,0.0,0.0,BallTouch,Successful,57
1023,Abdoulaye Doucouré,16,31,31.6,68.9,0.0,0.0,BallRecovery,Successful,57
1024,Abdoulaye Doucouré,16,31,34.0,85.2,43.5,95.9,Pass,Successful,58
1025,Anthony Gordon,24,31,43.5,95.9,61.4,96.6,Pass,Successful,58
1026,Demarai Gray,11,31,87.8,64.3,0.0,0.0,MissedShots,Successful,58
1027,David de Gea,1,32,4.3,60.6,34.3,77.5,Pass,Successful,58
1028,Fred,17,32,58.1,83.7,77.3,85.8,Pass,Successful,58
1029,Jadon Sancho,25,32,76.6,78.0,76.2,55.8,Pass,Successful,58
1030,Mason Greenwood,11,32,76.2,55.8,75.8,63.0,Pass,Successful,58
1031,Bruno Fernandes,18,32,75.8,63.0,98.2,15.7,Pass,Unsuccessful,58
1032,Lucas Digne,12,31,1.6,83.6,0.0,83.9,Clearance,Successful,58
1033,Lucas Digne,12,31,0.6,84.1,0.0,0.0,CornerAwarded,Unsuccessful,58
1034,Bruno Fernandes,18,32,99.4,15.9,0.0,0.0,CornerAwarded,Successful,58
1035,Bruno Fernandes,18,32,99.5,0.5,73.5,97.1,Pass,Successful,59
1036,Jadon Sancho,25,32,73.5,97.1,68.2,81.3,Pass,Successful,59
1037,Luke Shaw,23,32,68.2,81.3,74.0,65.9,Pass,Successful,59
1038,Scott McTominay,39,32,69.2,65.1,69.5,19.3,Pass,Successful,59
1039,Allan,6,31,23.2,65.2,0.0,0.0,Challenge,Unsuccessful,59
1040,Mason Greenwood,11,32,76.8,34.8,0.0,0.0,TakeOn,Successful,59
1041,Mason Greenwood,11,32,80.0,31.8,0.0,0.0,TakeOn,Unsuccessful,59
1042,Michael Keane,5,31,20.0,68.2,0.0,0.0,Tackle,Successful,59
1043,Allan,6,31,20.4,74.0,0.0,0.0,BallRecovery,Successful,59
1044,Allan,6,31,26.0,70.2,0.0,0.0,Foul,Successful,59
1045,Bruno Fernandes,18,32,74.0,29.8,0.0,0.0,Foul,Unsuccessful,59
1046,Jordan Pickford,1,31,25.8,59.9,63.8,72.2,Pass,Unsuccessful,60
1047,Scott McTominay,39,32,31.1,26.8,0.0,0.0,Aerial,Successful,60
1048,Salomón Rondón,33,31,68.9,73.2,0.0,0.0,Aerial,Unsuccessful,60
1049,Scott McTominay,39,32,25.9,25.4,32.3,20.7,Pass,Successful,60
1050,Mason Greenwood,11,32,33.1,23.8,30.1,33.1,Pass,Successful,60
1051,Fred,17,32,30.1,33.1,0.0,0.0,BallRecovery,Successful,60
1052,Fred,17,32,30.5,34.1,41.8,72.2,Pass,Successful,60
1053,Jadon Sancho,25,32,45.5,73.1,65.0,81.2,Pass,Successful,60
1054,Cristiano Ronaldo,7,32,78.9,71.7,79.3,58.4,Pass,Successful,60
1055,Michael Keane,5,31,14.4,45.7,0.0,0.0,Challenge,Unsuccessful,60
1056,Jadon Sancho,25,32,85.6,54.3,0.0,0.0,TakeOn,Successful,60
1057,Jadon Sancho,25,32,84.4,43.7,88.9,31.3,Pass,Successful,60
1058,Bruno Fernandes,18,32,90.0,31.7,89.2,83.7,Pass,Unsuccessful,60
1059,Andros Townsend,14,31,9.7,15.1,0.0,0.0,BallRecovery,Successful,60
1060,Andros Townsend,14,31,21.8,10.0,32.3,26.9,Pass,Successful,60
1061,Abdoulaye Doucouré,16,31,44.0,54.3,40.6,88.7,Pass,Successful,60
1062,Anthony Gordon,24,31,40.0,85.4,46.7,73.4,Pass,Successful,60
1063,Abdoulaye Doucouré,16,31,46.3,72.9,41.2,66.9,Pass,Successful,60
1064,Allan,6,31,56.1,47.3,68.6,36.4,Pass,Successful,60
1065,Demarai Gray,11,31,68.6,36.4,63.1,41.6,Pass,Successful,60
1066,Allan,6,31,63.1,43.3,56.0,85.5,Pass,Successful,60
1067,Lucas Digne,12,31,56.6,92.1,42.1,68.0,Pass,Successful,61
1068,Michael Keane,5,31,39.0,62.6,43.6,69.2,Pass,Successful,61
1069,Abdoulaye Doucouré,16,31,43.8,69.0,57.4,94.7,Pass,Successful,61
1070,Lucas Digne,12,31,65.8,95.1,73.2,82.4,Pass,Successful,61
1071,Salomón Rondón,33,31,67.1,88.4,60.9,93.5,Pass,Successful,61
1072,Abdoulaye Doucouré,16,31,65.8,94.5,73.0,86.3,Pass,Successful,61
1073,Anthony Gordon,24,31,73.0,86.3,90.3,86.6,Pass,Successful,61
1074,Abdoulaye Doucouré,16,31,92.1,86.3,92.2,77.7,Pass,Unsuccessful,61
1075,Victor Lindelöf,2,32,2.5,20.2,0.0,0.0,Interception,Successful,61
1076,Abdoulaye Doucouré,16,31,95.1,73.3,0.0,0.0,Aerial,Successful,61
1077,Victor Lindelöf,2,32,4.9,26.7,0.0,0.0,Aerial,Unsuccessful,61
1078,Abdoulaye Doucouré,16,31,94.3,72.3,95.2,71.9,Pass,Unsuccessful,61
1079,Victor Lindelöf,2,32,3.8,33.2,0.0,0.0,BallTouch,Successful,61
1080,Demarai Gray,11,31,92.6,66.6,0.0,0.0,BallTouch,Unsuccessful,61
1081,Aaron Wan-Bissaka,29,32,8.0,33.2,32.0,28.7,Clearance,Successful,61
1082,Bruno Fernandes,18,32,31.9,31.4,0.0,0.0,BallRecovery,Successful,61
1083,Bruno Fernandes,18,32,31.2,45.1,36.9,82.1,Pass,Successful,61
1084,Jadon Sancho,25,32,46.3,96.4,0.0,0.0,TakeOn,Unsuccessful,61
1085,Ben Godfrey,22,31,53.7,3.6,0.0,0.0,Tackle,Successful,61
1086,Luke Shaw,23,32,38.6,100.0,41.1,81.6,Pass,Successful,61
1087,Bruno Fernandes,18,32,40.5,83.1,39.7,97.1,Pass,Successful,61
1088,Luke Shaw,23,32,39.7,98.0,43.8,98.3,Pass,Successful,62
1089,Bruno Fernandes,18,32,43.8,98.3,38.8,91.7,Pass,Successful,62
1090,Luke Shaw,23,32,39.3,91.4,0.0,0.0,Foul,Successful,62
1091,Allan,6,31,60.7,8.6,0.0,0.0,Foul,Unsuccessful,62
1092,Fred,17,32,34.9,81.2,34.3,44.0,Pass,Successful,62
1093,Scott McTominay,39,32,53.7,22.6,59.1,8.9,Pass,Successful,62
1094,Aaron Wan-Bissaka,29,32,59.6,9.1,55.7,5.8,Pass,Successful,62
1095,Mason Greenwood,11,32,55.7,5.8,54.2,27.4,Pass,Successful,62
1096,Fred,17,32,54.2,27.4,43.4,30.8,Pass,Successful,62
1097,Victor Lindelöf,2,32,44.1,32.0,45.3,66.3,Pass,Successful,62
1098,Raphaël Varane,19,32,61.3,69.2,76.0,95.1,Pass,Successful,62
1099,Jadon Sancho,25,32,83.6,81.6,77.5,67.2,Pass,Successful,62
1100,Bruno Fernandes,18,32,77.5,67.2,78.2,94.7,Pass,Successful,62
1101,Luke Shaw,23,32,63.1,76.2,55.9,46.1,Pass,Successful,62
1102,Victor Lindelöf,2,32,64.4,32.3,62.8,21.1,Pass,Successful,62
1103,Scott McTominay,39,32,65.3,22.1,74.2,10.4,Pass,Successful,62
1104,Cristiano Ronaldo,7,32,71.1,12.7,74.8,1.9,Pass,Successful,63
1105,Aaron Wan-Bissaka,29,32,74.6,4.3,72.8,14.8,Pass,Successful,63
1106,Cristiano Ronaldo,7,32,71.2,15.8,0.0,0.0,Foul,Successful,63
1107,Salomón Rondón,33,31,28.8,84.2,0.0,0.0,Foul,Unsuccessful,63
1108,Aaron Wan-Bissaka,29,32,76.9,7.9,75.5,11.8,Pass,Successful,63
1109,Scott McTominay,39,32,75.5,12.1,78.6,3.5,Pass,Successful,63
1110,Aaron Wan-Bissaka,29,32,75.2,3.1,84.9,19.6,Pass,Successful,63
1111,Bruno Fernandes,18,32,85.4,17.8,92.7,22.7,Pass,Successful,63
1112,Scott McTominay,39,32,97.6,25.7,96.9,27.7,Pass,Unsuccessful,63
1113,Allan,6,31,2.3,75.3,0.0,0.0,BlockedPass,Successful,63
1114,Allan,6,31,2.7,73.8,0.0,0.0,CornerAwarded,Unsuccessful,63
1115,Scott McTominay,39,32,97.3,26.2,0.0,0.0,CornerAwarded,Successful,63
1116,Bruno Fernandes,18,32,99.5,0.5,91.9,40.7,Pass,Unsuccessful,63
1117,Allan,6,31,8.6,59.7,30.5,67.5,Clearance,Successful,63
1118,Fred,17,32,67.2,27.6,0.0,0.0,Dispossessed,Successful,64
1119,Demarai Gray,11,31,32.8,72.4,0.0,0.0,Tackle,Successful,64
1120,Demarai Gray,11,31,42.2,96.6,0.0,0.0,BallRecovery,Successful,64
1121,Demarai Gray,11,31,55.4,97.2,62.6,77.6,Pass,Successful,64
1122,Abdoulaye Doucouré,16,31,68.4,72.6,0.0,0.0,TakeOn,Successful,64
1123,Luke Shaw,23,32,31.6,27.4,0.0,0.0,Challenge,Unsuccessful,64
1124,Abdoulaye Doucouré,16,31,66.7,69.6,80.2,42.2,Pass,Successful,64
1125,Andros Townsend,14,31,86.1,40.7,0.0,0.0,Goal,Successful,64
1126,Cristiano Ronaldo,7,32,49.9,49.5,37.7,23.1,Pass,Successful,65
1127,Aaron Wan-Bissaka,29,32,38.2,21.9,46.3,5.8,Pass,Successful,65
1128,Mason Greenwood,11,32,46.7,11.2,38.9,37.5,Pass,Successful,65
1129,Victor Lindelöf,2,32,38.9,44.9,45.3,91.2,Pass,Successful,65
1130,Luke Shaw,23,32,46.4,84.6,47.8,79.1,Pass,Successful,65
1131,Fred,17,32,47.8,79.1,48.3,79.8,Pass,Unsuccessful,65
1132,Andros Townsend,14,31,52.7,25.0,0.0,0.0,BallTouch,Successful,65
1133,Bruno Fernandes,18,32,62.8,64.8,55.3,41.9,Pass,Successful,65
1134,Scott McTominay,39,32,55.3,41.9,69.9,35.3,Pass,Successful,65
1135,Cristiano Ronaldo,7,32,69.9,35.3,75.6,6.4,Pass,Successful,65
1136,Mason Greenwood,11,32,78.0,20.5,91.5,46.9,Pass,Unsuccessful,66
1137,Yerry Mina,13,31,9.5,50.9,38.2,57.3,Clearance,Successful,66
1138,Victor Lindelöf,2,32,63.1,45.0,0.0,0.0,Aerial,Successful,66
1139,Demarai Gray,11,31,36.9,55.0,0.0,0.0,Aerial,Unsuccessful,66
1140,Victor Lindelöf,2,32,61.3,45.7,69.8,79.5,Pass,Successful,66
1141,Luke Shaw,23,32,69.9,79.8,81.4,87.8,Pass,Successful,66
1142,Jadon Sancho,25,32,81.5,87.8,75.9,87.2,Pass,Successful,66
1143,Luke Shaw,23,32,77.3,71.9,80.8,53.9,Pass,Unsuccessful,66
1144,Allan,6,31,23.4,43.7,0.0,0.0,BallRecovery,Successful,66
1145,Allan,6,31,22.0,41.9,35.0,29.2,Pass,Unsuccessful,66
1146,Fred,17,32,65.7,70.5,63.1,59.4,Pass,Successful,66
1147,Mason Greenwood,11,32,62.5,60.6,0.0,0.0,BallRecovery,Successful,66
1148,Mason Greenwood,11,32,63.4,61.8,0.0,0.0,Foul,Successful,66
1149,Abdoulaye Doucouré,16,31,36.6,38.2,0.0,0.0,Foul,Unsuccessful,66
1150,Mason Greenwood,11,32,68.2,56.6,62.0,57.6,Pass,Successful,66
1151,Fred,17,32,64.3,57.0,64.1,44.6,Pass,Successful,66
1152,Bruno Fernandes,18,32,67.3,26.3,71.4,7.9,Pass,Successful,66
1153,Aaron Wan-Bissaka,29,32,69.2,19.6,57.3,24.4,Pass,Successful,66
1154,Scott McTominay,39,32,57.9,39.2,64.6,90.9,Pass,Successful,66
1155,Luke Shaw,23,32,65.6,91.7,74.8,92.4,Pass,Successful,66
1156,Jadon Sancho,25,32,88.6,92.9,0.0,0.0,TakeOn,Unsuccessful,66
1157,Ben Godfrey,22,31,11.4,7.1,0.0,0.0,Tackle,Successful,66
1158,Luke Shaw,23,32,82.6,100.0,63.8,95.4,Pass,Successful,66
1159,Raphaël Varane,19,32,63.0,83.9,66.6,25.4,Pass,Successful,67
1160,Aaron Wan-Bissaka,29,32,71.3,19.3,79.8,5.2,Pass,Successful,67
1161,Mason Greenwood,11,32,79.8,5.2,93.0,11.3,Pass,Successful,67
1162,Aaron Wan-Bissaka,29,32,92.8,13.9,0.0,0.0,TakeOn,Unsuccessful,67
1163,Anthony Gordon,24,31,7.2,86.1,0.0,0.0,Tackle,Successful,67
1164,Anthony Gordon,24,31,7.2,86.1,0.0,0.0,CornerAwarded,Unsuccessful,67
1165,Aaron Wan-Bissaka,29,32,92.8,13.9,0.0,0.0,CornerAwarded,Successful,67
1166,Bruno Fernandes,18,32,99.5,0.5,90.3,63.5,Pass,Unsuccessful,67
1167,Andros Townsend,14,31,7.6,35.3,0.0,23.5,Clearance,Successful,67
1168,Andros Townsend,14,31,4.5,30.0,0.0,0.0,CornerAwarded,Unsuccessful,67
1169,Bruno Fernandes,18,32,95.5,70.0,0.0,0.0,CornerAwarded,Successful,67
1170,Luke Shaw,23,32,99.5,99.5,91.9,57.3,Pass,Successful,67
1171,Raphaël Varane,19,32,91.6,52.8,0.0,0.0,Aerial,Successful,67
1172,Yerry Mina,13,31,8.4,47.2,0.0,0.0,Aerial,Unsuccessful,67
1173,Raphaël Varane,19,32,91.9,57.3,0.0,0.0,MissedShots,Successful,67
1174,Ben Godfrey,22,31,7.2,54.8,14.7,76.5,Clearance,Successful,67
1175,Mason Greenwood,11,32,91.9,22.3,0.0,0.0,BallTouch,Unsuccessful,67
1176,Andros Townsend,14,31,2.6,83.6,0.0,0.0,BallRecovery,Successful,67
1177,Andros Townsend,14,31,2.0,86.6,0.0,0.0,Foul,Successful,68
1178,Mason Greenwood,11,32,98.0,13.4,0.0,0.0,Foul,Unsuccessful,68
1179,Jordan Pickford,1,31,2.2,84.0,61.8,87.6,Pass,Successful,68
1180,Anthony Gordon,24,31,89.2,82.1,91.0,75.0,Pass,Unsuccessful,68
1181,Aaron Wan-Bissaka,29,32,2.3,19.3,0.0,0.0,BallTouch,Successful,68
1182,Fred,17,32,5.0,44.8,19.6,38.0,Clearance,Successful,68
1183,Lucas Digne,12,31,79.6,67.2,0.0,0.0,TakeOn,Unsuccessful,68
1184,Jadon Sancho,25,32,20.4,32.8,0.0,0.0,Tackle,Successful,68
1185,Jadon Sancho,25,32,25.0,22.6,0.0,0.0,BallRecovery,Successful,68
1186,Jadon Sancho,25,32,42.4,9.0,0.0,0.0,Dispossessed,Successful,68
1187,Anthony Gordon,24,31,57.6,91.0,0.0,0.0,Tackle,Successful,68
1188,Michael Keane,5,31,40.1,69.3,0.0,0.0,BallRecovery,Successful,69
1189,Michael Keane,5,31,40.1,69.3,32.2,42.8,Pass,Successful,69
1190,Yerry Mina,13,31,32.2,42.8,42.5,49.3,Pass,Successful,69
1191,Abdoulaye Doucouré,16,31,44.1,44.6,54.2,7.1,Pass,Successful,69
1192,Andros Townsend,14,31,70.0,10.9,79.1,25.3,Pass,Successful,69
1193,Salomón Rondón,33,31,80.1,24.4,90.1,10.6,Pass,Successful,69
1194,Ben Godfrey,22,31,90.4,7.9,86.5,28.4,Pass,Successful,69
1195,Andros Townsend,14,31,80.6,30.7,0.0,0.0,MissedShots,Successful,69
1196,Fred,17,32,0.0,0.0,0.0,0.0,SubstitutionOff,Successful,69
1197,Paul Pogba,6,32,0.0,0.0,0.0,0.0,SubstitutionOn,Successful,69
1198,David de Gea,1,32,5.2,42.2,22.1,76.4,Pass,Successful,69
1199,Raphaël Varane,19,32,25.0,70.2,28.3,37.9,Pass,Successful,69
1200,Victor Lindelöf,2,32,28.4,36.8,39.3,18.2,Pass,Successful,69
1201,Scott McTominay,39,32,40.6,17.3,56.3,24.1,Pass,Successful,70
1202,Mason Greenwood,11,32,56.3,24.1,54.9,32.9,Pass,Successful,70
1203,Paul Pogba,6,32,54.9,33.1,65.0,57.8,Pass,Successful,70
1204,Bruno Fernandes,18,32,65.3,57.3,78.3,83.0,Pass,Successful,70
1205,Jadon Sancho,25,32,78.3,83.0,87.6,53.3,Pass,Unsuccessful,70
1206,Michael Keane,5,31,9.4,40.4,63.4,5.2,Clearance,Successful,70
1207,Raphaël Varane,19,32,29.9,82.8,44.4,92.1,Pass,Successful,70
1208,Paul Pogba,6,32,44.0,90.9,34.2,63.3,Pass,Successful,70
1209,Raphaël Varane,19,32,34.2,63.3,48.6,59.9,Pass,Successful,70
1210,Scott McTominay,39,32,52.2,56.1,59.4,33.5,Pass,Successful,70
1211,Cristiano Ronaldo,7,32,59.4,33.5,54.8,17.5,Pass,Successful,70
1212,Victor Lindelöf,2,32,54.8,17.5,64.6,3.5,Pass,Successful,70
1213,Aaron Wan-Bissaka,29,32,64.6,3.5,54.0,14.2,Pass,Successful,70
1214,Victor Lindelöf,2,32,53.5,16.1,51.6,29.5,Pass,Successful,70
1215,Scott McTominay,39,32,54.4,42.2,56.4,78.3,Pass,Successful,70
1216,Paul Pogba,6,32,59.9,83.3,71.9,93.2,Pass,Successful,70
1217,Luke Shaw,23,32,71.9,93.2,72.7,82.2,Pass,Successful,70
1218,Jadon Sancho,25,32,72.7,82.2,70.6,92.4,Pass,Successful,70
1219,Luke Shaw,23,32,70.6,92.4,58.0,66.9,Pass,Successful,70
1220,Raphaël Varane,19,32,57.8,64.7,60.7,37.3,Pass,Successful,70
1221,Victor Lindelöf,2,32,60.7,37.3,69.7,3.7,Pass,Successful,70
1222,Aaron Wan-Bissaka,29,32,68.1,4.9,79.1,6.4,Pass,Successful,70
1223,Mason Greenwood,11,32,79.1,6.4,68.4,4.3,Pass,Successful,70
1224,Aaron Wan-Bissaka,29,32,72.1,26.8,75.1,21.4,Pass,Successful,71
1225,Cristiano Ronaldo,7,32,75.6,36.5,66.0,57.9,Pass,Successful,71
1226,Raphaël Varane,19,32,66.0,58.2,86.1,100.0,Pass,Unsuccessful,71
1227,Anthony Gordon,24,31,0.0,0.0,0.0,0.0,SubstitutionOff,Successful,71
1228,Tom Davies,26,31,0.0,0.0,0.0,0.0,SubstitutionOn,Successful,71
1229,Ben Godfrey,22,31,21.5,0.0,51.9,7.9,Pass,Unsuccessful,72
1230,Raphaël Varane,19,32,42.8,86.3,0.0,0.0,BallRecovery,Successful,72
1231,Raphaël Varane,19,32,37.6,84.9,34.1,53.4,Pass,Successful,72
1232,Victor Lindelöf,2,32,42.5,49.0,48.9,68.7,Pass,Successful,72
1233,Paul Pogba,6,32,52.7,64.8,58.8,93.8,Pass,Successful,72
1234,Luke Shaw,23,32,61.4,93.8,70.2,90.3,Pass,Successful,72
1235,Bruno Fernandes,18,32,69.1,90.2,62.4,90.3,Pass,Successful,72
1236,Luke Shaw,23,32,62.7,90.0,66.8,74.3,Pass,Successful,72
1237,Paul Pogba,6,32,69.7,74.0,89.6,84.5,Pass,Successful,72
1238,Jadon Sancho,25,32,87.5,84.8,77.9,56.6,Pass,Successful,72
1239,Paul Pogba,6,32,78.2,57.5,83.1,48.5,Pass,Successful,72
1240,Scott McTominay,39,32,85.4,49.8,0.0,0.0,SavedShot,Successful,72
1241,Allan,6,31,10.6,49.4,0.0,0.0,Save,Successful,72
1242,Demarai Gray,11,31,12.8,47.8,33.7,0.0,Clearance,Successful,72
1243,Bruno Fernandes,18,32,63.3,100.0,58.9,83.7,Pass,Successful,72
1244,Paul Pogba,6,32,58.9,83.4,60.9,94.7,Pass,Successful,72
1245,Bruno Fernandes,18,32,60.9,94.7,53.4,92.3,Pass,Successful,72
1246,Luke Shaw,23,32,56.5,92.4,59.4,98.1,Pass,Successful,72
1247,Bruno Fernandes,18,32,60.3,96.8,46.5,72.6,Pass,Successful,72
1248,Raphaël Varane,19,32,46.4,72.6,55.1,34.9,Pass,Successful,72
1249,Victor Lindelöf,2,32,58.8,28.3,59.8,12.8,Pass,Successful,72
1250,Aaron Wan-Bissaka,29,32,58.5,13.7,55.9,26.5,Pass,Successful,73
1251,Victor Lindelöf,2,32,55.9,26.5,63.5,35.2,Pass,Successful,73
1252,Paul Pogba,6,32,63.5,35.2,60.9,31.6,Pass,Unsuccessful,73
1253,Tom Davies,26,31,34.7,81.3,0.0,0.0,BallTouch,Successful,73
1254,Salomón Rondón,33,31,44.6,68.8,32.5,63.5,Pass,Unsuccessful,73
1255,Paul Pogba,6,32,67.4,37.3,0.0,0.0,Interception,Successful,73
1256,Yerry Mina,13,31,14.4,54.3,0.0,0.0,BallRecovery,Successful,73
1257,Yerry Mina,13,31,14.4,54.3,41.6,66.8,Pass,Successful,73
1258,Salomón Rondón,33,31,42.5,66.6,0.0,0.0,BallTouch,Successful,73
1259,Tom Davies,26,31,44.0,69.5,59.9,84.8,Pass,Successful,73
1260,Demarai Gray,11,31,95.4,70.1,0.0,0.0,BallTouch,Unsuccessful,73
1261,David de Gea,1,32,4.5,51.9,25.2,71.4,Pass,Successful,73
1262,Raphaël Varane,19,32,30.2,74.7,41.7,97.2,Pass,Successful,73
1263,Cristiano Ronaldo,7,32,71.8,88.7,80.3,93.0,Pass,Successful,73
1264,Jadon Sancho,25,32,83.7,87.3,95.9,65.7,Pass,Successful,73
1265,Cristiano Ronaldo,7,32,95.9,65.7,0.0,0.0,MissedShots,Successful,73
1266,Jordan Pickford,1,31,5.3,57.6,66.5,56.6,Pass,Unsuccessful,74
1267,Raphaël Varane,19,32,30.9,40.0,42.9,46.1,Pass,Unsuccessful,74
1268,Abdoulaye Doucouré,16,31,59.7,60.3,64.5,81.2,Pass,Successful,74
1269,Demarai Gray,11,31,62.4,82.7,57.0,66.9,Pass,Successful,74
1270,Allan,6,31,55.9,64.5,61.2,56.0,Pass,Successful,74
1271,Abdoulaye Doucouré,16,31,59.5,56.1,57.4,60.8,Pass,Unsuccessful,74
1272,Bruno Fernandes,18,32,41.9,38.0,0.0,0.0,BallTouch,Successful,74
1273,Allan,6,31,57.1,65.9,86.5,96.9,Pass,Successful,74
1274,Lucas Digne,12,31,93.4,98.7,93.4,97.7,Pass,Unsuccessful,74
1275,Aaron Wan-Bissaka,29,32,6.0,6.4,0.0,0.0,Clearance,Successful,74
1276,Lucas Digne,12,31,86.5,100.0,77.3,81.0,Pass,Successful,75
1277,Abdoulaye Doucouré,16,31,80.2,75.5,0.0,0.0,TakeOn,Unsuccessful,75
1278,Paul Pogba,6,32,19.8,24.5,0.0,0.0,Tackle,Unsuccessful,75
1279,Abdoulaye Doucouré,16,31,80.6,71.0,0.0,0.0,BallTouch,Unsuccessful,75
1280,Bruno Fernandes,18,32,19.7,32.1,0.0,0.0,Foul,Successful,75
1281,Abdoulaye Doucouré,16,31,80.3,67.9,0.0,0.0,Foul,Unsuccessful,75
1282,Abdoulaye Doucouré,16,31,0.0,0.0,0.0,0.0,Card,Successful,75
1283,Victor Lindelöf,2,32,20.2,32.0,22.5,67.1,Pass,Successful,75
1284,Raphaël Varane,19,32,21.9,67.1,32.4,69.2,Pass,Successful,75
1285,Paul Pogba,6,32,32.4,69.2,25.0,64.5,Pass,Successful,75
1286,Raphaël Varane,19,32,25.0,63.9,30.2,36.7,Pass,Successful,75
1287,Victor Lindelöf,2,32,32.6,40.7,31.8,62.1,Pass,Successful,75
1288,Raphaël Varane,19,32,46.9,78.2,61.9,96.5,Pass,Successful,75
1289,Jadon Sancho,25,32,61.9,96.5,55.0,95.1,Pass,Successful,75
1290,Luke Shaw,23,32,55.0,95.1,54.0,73.7,Pass,Successful,75
1291,Mason Greenwood,11,32,69.8,61.8,0.0,0.0,OffsideGiven,Unsuccessful,76
1292,Paul Pogba,6,32,55.4,45.4,87.4,64.2,Pass,Successful,76
1293,Cristiano Ronaldo,7,32,87.4,64.2,78.5,65.6,Pass,Successful,76
1294,Jadon Sancho,25,32,78.8,65.7,89.6,82.2,Pass,Successful,76
1295,Cristiano Ronaldo,7,32,92.2,80.4,92.1,75.3,Pass,Unsuccessful,76
1296,Ben Godfrey,22,31,7.1,24.7,0.0,0.0,Clearance,Successful,76
1297,Cristiano Ronaldo,7,32,94.9,84.2,0.0,0.0,Aerial,Successful,76
1298,Ben Godfrey,22,31,5.1,15.8,0.0,0.0,Aerial,Unsuccessful,76
1299,Cristiano Ronaldo,7,32,95.2,82.2,90.2,82.7,Pass,Unsuccessful,76
1300,Andros Townsend,14,31,11.1,15.2,0.0,0.0,BallRecovery,Successful,76
1301,Andros Townsend,14,31,11.1,15.2,54.9,26.6,Pass,Unsuccessful,76
1302,Raphaël Varane,19,32,43.8,74.9,0.0,0.0,BallTouch,Successful,76
1303,Victor Lindelöf,2,32,42.2,77.3,0.0,0.0,BallRecovery,Successful,76
1304,Victor Lindelöf,2,32,42.5,79.5,54.0,94.7,Pass,Successful,76
1305,Bruno Fernandes,18,32,54.6,92.3,69.8,61.8,OffsidePass,Successful,76
1306,Lucas Digne,12,31,32.6,63.3,0.0,0.0,OffsideProvoked,Successful,76
1307,Jordan Pickford,1,31,23.6,34.1,66.3,19.4,Pass,Successful,77
1308,Salomón Rondón,33,31,72.5,22.6,0.0,0.0,Aerial,Successful,77
1309,Paul Pogba,6,32,27.5,77.4,0.0,0.0,Aerial,Unsuccessful,77
1310,Salomón Rondón,33,31,66.3,19.4,79.1,31.1,Pass,Unsuccessful,77
1311,Victor Lindelöf,2,32,18.7,66.2,0.0,0.0,BallTouch,Successful,77
1312,David de Gea,1,32,2.3,66.3,0.0,0.0,KeeperPickup,Successful,77
1313,David de Gea,1,32,9.1,57.8,24.9,17.9,Pass,Successful,77
1314,Aaron Wan-Bissaka,29,32,28.5,18.7,30.8,30.8,Pass,Successful,77
1315,Scott McTominay,39,32,36.9,36.5,41.4,67.7,Pass,Successful,77
1316,Paul Pogba,6,32,42.4,70.2,53.3,96.3,Pass,Successful,77
1317,Luke Shaw,23,32,58.2,76.8,53.1,71.0,Pass,Successful,77
1318,Paul Pogba,6,32,50.3,65.7,56.6,21.1,Pass,Successful,77
1319,Aaron Wan-Bissaka,29,32,56.6,21.1,88.3,15.8,Pass,Unsuccessful,77
1320,Michael Keane,5,31,13.4,88.2,13.5,100.0,Clearance,Successful,77
1321,Cristiano Ronaldo,7,32,85.2,0.0,70.5,3.8,Pass,Successful,77
1322,Mason Greenwood,11,32,63.2,20.2,57.3,48.5,Pass,Successful,77
1323,Raphaël Varane,19,32,65.2,55.2,68.2,84.9,Pass,Successful,77
